,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
36740,San Cristobal,23121,Valid,"Iron, IAB-ung",5000.0,Found,1882.0,-23.43333,-69.5,"(-23.433330, -69.500000)"
36741,San Emigdio,23122,Valid,H4,36000.0,Found,1887.0,36.0,-119.0,"(36.000000, -119.000000)"
36742,San Francisco del Mezquital,23123,Valid,"Iron, IIAB",7500.0,Found,1868.0,23.48333,-104.36667,"(23.483330, -104.366670)"
36743,San Francisco Mountains,23124,Valid,"Iron, IVA",1700.0,Found,1920.0,35.0,-112.0,"(35.000000, -112.000000)"
36745,San José,23125,Valid,H5,532.0,Found,1944.0,24.7,-99.08333,"(24.700000, -99.083330)"
36746,San Juan 001,23126,Valid,L5,1229.0,Found,2001.0,-25.575,-69.795,"(-25.575000, -69.795000)"
36768,San Juan 023,49502,Valid,H5,539.0,Found,2008.0,-25.443,-69.871833,"(-25.443000, -69.871833)"
36779,San Juan 034,52375,Valid,L6,814.0,Found,2009.0,-25.440333,-69.868167,"(-25.440333, -69.868167)"
36807,San Juan 062,54828,Valid,H5,1125.0,Found,2010.0,-25.42517,-69.69017,"(-25.425170, -69.690170)"
36808,San Juan 063,57201,Valid,H5,3384.0,Found,2010.0,-25.58333,-69.78333,"(-25.583330, -69.783330)"
36809,San Juan 064,57202,Valid,L6,656.0,Found,2010.0,-25.58333,-69.78333,"(-25.583330, -69.783330)"
36814,Sanclerlandia,23132,Valid,"Iron, IIIAB",279000.0,Found,1971.0,-16.21667,-50.3,"(-16.216670, -50.300000)"
36815,Sand Creek,23133,Valid,H5,2443.0,Found,1986.0,39.43,-99.995,"(39.430000, -99.995000)"
36816,Sand Draw,23134,Valid,H5,1200.0,Found,1947.0,40.81667,-102.25,"(40.816670, -102.250000)"
36817,Sanderson,23135,Valid,"Iron, IIIAB",6800.0,Found,1936.0,30.13333,-102.15,"(30.133330, -102.150000)"
36818,Sandford Cliffs 03450,36569,Valid,L5,5168.0,Found,2003.0,,,
36819,Sandford Cliffs 03451,32740,Valid,H5,2863.9,Found,2002.0,,,
36820,Sandford Cliffs 03452,32741,Valid,LL5,1026.5,Found,2002.0,,,
36821,Sandford Cliffs 03453,32742,Valid,LL5,2400.0,Found,2002.0,,,
36822,Sandford Cliffs 03454,36570,Valid,L5,1346.8,Found,2003.0,,,
36823,Sandford Cliffs 03455,32743,Valid,L5,1242.1,Found,2002.0,,,
36824,Sandford Cliffs 03456,32744,Valid,L5,1373.7,Found,2002.0,,,
36825,Sandford Cliffs 03457,36571,Valid,L5,786.9,Found,2003.0,,,
36826,Sandy Creek,23158,Valid,L5,1330.0,Found,1999.0,40.43333,-98.06667,"(40.433330, -98.066670)"
36827,Sandford Cliffs 03458,32745,Valid,LL6,780.7,Found,2002.0,,,
36828,Sandford Cliffs 03459,32746,Valid,LL6,701.9,Found,2002.0,,,
36833,Sandford Cliffs 03464,36572,Valid,L5,919.1,Found,2003.0,,,
36834,Sandford Cliffs 03465,36573,Valid,L5,596.5,Found,2003.0,,,
36835,Sandford Cliffs 03466,36574,Valid,L5,553.4,Found,2003.0,,,
36879,Sandia Mountains,23156,Valid,"Iron, IIAB",45000.0,Found,1925.0,35.25,-106.5,"(35.250000, -106.500000)"
36880,Sandtown,23157,Valid,"Iron, IIIAB",9350.0,Found,1938.0,35.93333,-91.63333,"(35.933330, -91.633330)"
36881,Santa Apolonia,23160,Valid,"Iron, IIIAB",1316000.0,Found,1872.0,19.21667,-98.3,"(19.216670, -98.300000)"
36882,Santa Catharina,23162,Valid,"Iron, IAB-ung",7000000.0,Found,1875.0,-26.21667,-48.6,"(-26.216670, -48.600000)"
36883,Santa Clara,23163,Valid,"Iron, IVB",63000.0,Found,1976.0,24.46667,-103.35,"(24.466670, -103.350000)"
36884,Santa Luzia,23166,Valid,"Iron, IIAB",1918000.0,Found,1921.0,-16.26667,-47.95,"(-16.266670, -47.950000)"
36885,Santa Rosa,23167,Valid,"Iron, IC",825000.0,Found,1810.0,5.91667,-73.0,"(5.916670, -73.000000)"
36886,Santa Rosalia,23168,Valid,"Pallasite, PMG",1631.0,Found,1950.0,27.33333,-112.33333,"(27.333330, -112.333330)"
36887,Santa Vitoria do Palmar,35478,Valid,L3,50400.0,Found,2003.0,-33.50944,-53.41083,"(-33.509440, -53.410830)"
36888,Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500.0,Found,1958.0,24.5,-106.0,"(24.500000, -106.000000)"
36889,São João Nepomuceno,23170,Valid,"Iron, IVA-an",15300.0,Found,1960.0,-21.55,-43.01667,"(-21.550000, -43.016670)"
36890,São Julião de Moreira,23172,Valid,"Iron, IIAB",162000.0,Found,1883.0,41.76611,-8.58361,"(41.766110, -8.583610)"
36891,Saotome,23174,Valid,"Iron, IVA",10880.0,Found,1892.0,36.5,137.0,"(36.500000, 137.000000)"
36892,Sappa,23175,Valid,L6,5950.0,Found,1983.0,39.84433,-100.51,"(39.844330, -100.510000)"
36893,Sardis,23177,Valid,"Iron, IAB complex",800000.0,Found,1940.0,32.94889,-81.865,"(32.948890, -81.865000)"
36894,Sarepta,23178,Valid,"Iron, IAB-MG",14000.0,Found,1854.0,48.48333,44.81667,"(48.483330, 44.816670)"
36895,Sargiin Gobi,23179,Valid,"Iron, IAB complex",17500.0,Found,1964.0,45.9835,105.75883,"(45.983500, 105.758830)"
36896,Sarir Qattusah 001,23180,Valid,L/LL3,796.0,Found,1994.0,26.4455,15.5925,"(26.445500, 15.592500)"
36897,Sarir Qattusah 002,23181,Valid,H6,2180.0,Found,1995.0,26.812,15.87467,"(26.812000, 15.874670)"
36900,Sarir Qattusah 005,23184,Valid,L6,1527.0,Found,1999.0,26.8425,15.69183,"(26.842500, 15.691830)"
36901,Sarir Tibesti 001,23185,Valid,H5,6697.0,Found,1994.0,24.297,18.41433,"(24.297000, 18.414330)"
36903,Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,1923.0,35.16667,-88.18333,"(35.166670, -88.183330)"
36905,Sawyer,53806,Valid,H4,8100.0,Found,2006.0,37.52392,-98.62993,"(37.523920, -98.629930)"
36906,Sayh al Uhaymir 001,23193,Valid,L5,450000.0,Found,2000.0,20.51667,56.66667,"(20.516670, 56.666670)"
36907,Sayh al Uhaymir 002,23194,Valid,L5/6,2569.0,Found,1999.0,20.97183,56.878,"(20.971830, 56.878000)"
36910,Sayh al Uhaymir 005,23197,Valid,Martian (shergottite),1344.0,Found,1999.0,20.996,57.32583,"(20.996000, 57.325830)"
36911,Sayh al Uhaymir 006,23198,Valid,L6,620.0,Found,1999.0,20.927,57.2855,"(20.927000, 57.285500)"
36912,Sayh al Uhaymir 007,23199,Valid,H4,726.0,Found,1999.0,20.95233,57.3045,"(20.952330, 57.304500)"
36913,Sayh al Uhaymir 008,23200,Valid,Martian (shergottite),8579.0,Found,1999.0,20.9805,57.319,"(20.980500, 57.319000)"
36914,Sayh al Uhaymir 009,23201,Valid,H5,1848.0,Found,1999.0,20.9915,57.307,"(20.991500, 57.307000)"
36915,Sayh al Uhaymir 010,23202,Valid,H6,4682.0,Found,1999.0,20.992,57.30583,"(20.992000, 57.305830)"
36917,Sayh al Uhaymir 012,23204,Valid,L6,808.0,Found,1999.0,20.9825,57.31483,"(20.982500, 57.314830)"
36918,Sayh al Uhaymir 013,23205,Valid,H5,5496.0,Found,1999.0,20.9655,57.32083,"(20.965500, 57.320830)"
36921,Sayh al Uhaymir 016,23208,Valid,H6,7745.0,Found,1999.0,20.97867,57.32717,"(20.978670, 57.327170)"
36922,Sayh al Uhaymir 017,23209,Valid,L4,2059.0,Found,1999.0,20.96833,57.31733,"(20.968330, 57.317330)"
36923,Sayh al Uhaymir 018,23210,Valid,H5,818.0,Found,1999.0,20.551,57.14433,"(20.551000, 57.144330)"
36930,Sayh al Uhaymir 025,23217,Valid,L6,952.0,Found,1999.0,21.02183,57.24667,"(21.021830, 57.246670)"
36934,Sayh al Uhaymir 029,23221,Valid,H5,878.0,Found,2000.0,21.08483,57.05517,"(21.084830, 57.055170)"
36938,Sayh al Uhaymir 033,23225,Valid,H6,1868.0,Found,2000.0,20.99667,57.29117,"(20.996670, 57.291170)"
36940,Sayh al Uhaymir 035,23227,Valid,H5,6760.0,Found,2000.0,20.67367,57.18,"(20.673670, 57.180000)"
36941,Sayh al Uhaymir 036,23228,Valid,H5,714.0,Found,2000.0,20.66583,57.18633,"(20.665830, 57.186330)"
36944,Sayh al Uhaymir 039,23231,Valid,L6,1516.0,Found,2000.0,21.05694,57.27639,"(21.056940, 57.276390)"
36947,Sayh al Uhaymir 042,23234,Valid,L6,945.2,Found,2000.0,20.72306,57.12528,"(20.723060, 57.125280)"
36951,Sayh al Uhaymir 046,23238,Valid,H5,882.1,Found,2000.0,20.82333,57.08528,"(20.823330, 57.085280)"
36966,Sayh al Uhaymir 061,23253,Valid,L6,900.0,Found,2000.0,20.50667,56.655,"(20.506670, 56.655000)"
36971,Sayh al Uhaymir 066,23258,Valid,LL5,4670.0,Found,2000.0,20.53167,56.67667,"(20.531670, 56.676670)"
36972,Sayh al Uhaymir 067,23259,Valid,L5-6,2866.0,Found,2000.0,20.04333,57.27833,"(20.043330, 57.278330)"
36973,Sayh al Uhaymir 068,23260,Valid,H5,1165.0,Found,2001.0,21.32667,57.17833,"(21.326670, 57.178330)"
36975,Sayh al Uhaymir 070,23262,Valid,L5/6,760.1,Found,2001.0,20.77517,57.28167,"(20.775170, 57.281670)"
36976,Sayh al Uhaymir 071,23263,Valid,H5/6,931.9,Found,2001.0,20.819,57.26367,"(20.819000, 57.263670)"
36977,Sayh al Uhaymir 072,23264,Valid,H5,6750.0,Found,2001.0,20.63817,57.169,"(20.638170, 57.169000)"
36978,Sayh al Uhaymir 073,23265,Valid,H5,1899.1,Found,2001.0,20.6515,57.169,"(20.651500, 57.169000)"
36980,Sayh al Uhaymir 075,23267,Valid,H3-5,4261.2,Found,2001.0,20.6845,57.14067,"(20.684500, 57.140670)"
36981,Sayh al Uhaymir 076,23268,Valid,L6,1024.9,Found,2001.0,20.7325,57.122,"(20.732500, 57.122000)"
36983,Sayh al Uhaymir 078,23270,Valid,L6,598.6,Found,2001.0,21.004,57.31867,"(21.004000, 57.318670)"
36991,Sayh al Uhaymir 086,23278,Valid,L5,710.0,Found,2000.0,20.71,57.02167,"(20.710000, 57.021670)"
36992,Sayh al Uhaymir 087,23279,Valid,H5,1736.0,Found,2000.0,20.32,57.23167,"(20.320000, 57.231670)"
36994,Sayh al Uhaymir 089,23281,Valid,L/LL3.6/3.7,2618.0,Found,2001.0,20.88167,57.2,"(20.881670, 57.200000)"
36996,Sayh al Uhaymir 091,23283,Valid,LL5,676.0,Found,2000.0,21.16667,56.66667,"(21.166670, 56.666670)"
37003,Sayh al Uhaymir 098,23290,Valid,H5,2342.0,Found,2000.0,21.14493,56.80587,"(21.144930, 56.805870)"
37006,Sayh al Uhaymir 101,23293,Valid,L6,1704.0,Found,2000.0,21.05303,57.26272,"(21.053030, 57.262720)"
37015,Sayh al Uhaymir 110,23302,Valid,H6,660.0,Found,2002.0,20.99,57.30667,"(20.990000, 57.306670)"
37026,Sayh al Uhaymir 121,23313,Valid,H4,688.0,Found,2002.0,21.00833,57.31,"(21.008330, 57.310000)"
37038,Sayh al Uhaymir 133,23325,Valid,L5,853.0,Found,2001.0,20.99867,57.29467,"(20.998670, 57.294670)"
37045,Sayh al Uhaymir 140,23332,Valid,L4/5,2517.0,Found,2001.0,21.20769,57.21136,"(21.207690, 57.211360)"
37057,Sayh al Uhaymir 152,23344,Valid,L4,963.0,Found,2002.0,21.03692,57.28989,"(21.036920, 57.289890)"
37067,Sayh al Uhaymir 163,23350,Valid,H5,1877.3,Found,2001.0,21.03703,57.32685,"(21.037030, 57.326850)"
37074,Sayh al Uhaymir 170,31319,Valid,H5,570.0,Found,2004.0,20.966,57.3255,"(20.966000, 57.325500)"
37075,Sayh al Uhaymir 171,31320,Valid,H5,745.0,Found,2002.0,21.01333,57.31833,"(21.013330, 57.318330)"
37076,Sayh al Uhaymir 172,31321,Valid,H6,1913.0,Found,2002.0,20.99333,57.28,"(20.993330, 57.280000)"
37077,Sayh al Uhaymir 173,31322,Valid,L6,690.0,Found,2004.0,21.05517,57.2975,"(21.055170, 57.297500)"
37079,Sayh al Uhaymir 175,31324,Valid,L6,622.0,Found,2004.0,20.573,56.70257,"(20.573000, 56.702570)"
37082,Sayh al Uhaymir 180,31325,Valid,L4,556.0,Found,2004.0,20.54817,56.67931,"(20.548170, 56.679310)"
37083,Sayh al Uhaymir 182,34004,Valid,L~4,1320.0,Found,2003.0,20.72112,57.1269,"(20.721120, 57.126900)"
37086,Sayh al Uhaymir 185,23358,Valid,H/L4-5,1575.3,Found,2002.0,20.51485,57.27738,"(20.514850, 57.277380)"
37087,Sayh al Uhaymir 186,23359,Valid,H4-6,3166.74,Found,2002.0,20.56455,57.17792,"(20.564550, 57.177920)"
37088,Sayh al Uhaymir 187,23360,Valid,L4-5,4211.0,Found,2002.0,20.56945,57.32167,"(20.569450, 57.321670)"
37090,Sayh al Uhaymir 189,23362,Valid,LL7,694.9,Found,2002.0,20.60242,57.37903,"(20.602420, 57.379030)"
37108,Sayh al Uhaymir 207,23380,Valid,H4,606.92,Found,2002.0,20.20125,56.96143,"(20.201250, 56.961430)"
37110,Sayh al Uhaymir 209,23382,Valid,H5,5585.0,Found,2002.0,20.33168,57.2474,"(20.331680, 57.247400)"
37113,Sayh al Uhaymir 212,23385,Valid,L5,2027.06,Found,2002.0,20.40277,57.0374,"(20.402770, 57.037400)"
37115,Sayh al Uhaymir 214,23387,Valid,L5,1081.8,Found,2003.0,20.42087,57.35927,"(20.420870, 57.359270)"
37120,Sayh al Uhaymir 219,23392,Valid,H4,2934.0,Found,2002.0,20.48407,56.9429,"(20.484070, 56.942900)"
37122,Sayh al Uhaymir 221,23394,Valid,L5,1945.35,Found,2002.0,20.48933,57.40063,"(20.489330, 57.400630)"
37124,Sayh al Uhaymir 223,23396,Valid,L5,2309.2,Found,2002.0,20.49133,57.36952,"(20.491330, 57.369520)"
37125,Sayh al Uhaymir 224,23397,Valid,L5,688.1,Found,2002.0,20.4935,57.25187,"(20.493500, 57.251870)"
37128,Sayh al Uhaymir 227,23400,Valid,H4-6,646.1,Found,2002.0,20.50052,57.27052,"(20.500520, 57.270520)"
37131,Sayh al Uhaymir 230,23403,Valid,L6,711.2,Found,2002.0,20.51168,57.31843,"(20.511680, 57.318430)"
37135,Sayh al Uhaymir 234,23407,Valid,L6,647.7,Found,2002.0,20.53975,57.30675,"(20.539750, 57.306750)"
37136,Sayh al Uhaymir 235,23408,Valid,L6,2370.06,Found,2002.0,20.54182,57.19892,"(20.541820, 57.198920)"
37139,Sayh al Uhaymir 238,23411,Valid,L4,3436.0,Found,2002.0,20.55617,57.31,"(20.556170, 57.310000)"
37140,Sayh al Uhaymir 239,23412,Valid,L4,2094.8,Found,2003.0,20.55683,56.8474,"(20.556830, 56.847400)"
37142,Sayh al Uhaymir 241,23414,Valid,H4-6,1391.8,Found,2002.0,20.56233,57.37607,"(20.562330, 57.376070)"
37143,Sayh al Uhaymir 242,23415,Valid,L4,2737.0,Found,2003.0,20.56275,57.2857,"(20.562750, 57.285700)"
37146,Sayh al Uhaymir 245,23418,Valid,L6,566.65,Found,2002.0,20.57268,57.36938,"(20.572680, 57.369380)"
37147,Sayh al Uhaymir 246,23419,Valid,H3/4,614.43,Found,2002.0,20.57935,57.1848,"(20.579350, 57.184800)"
37149,Sayh al Uhaymir 248,23421,Valid,L6,773.9,Found,2003.0,20.58103,57.40295,"(20.581030, 57.402950)"
37151,Sayh al Uhaymir 250,23423,Valid,H4-6,16200.0,Found,2003.0,20.58298,57.3165,"(20.582980, 57.316500)"
37154,Sayh al Uhaymir 253,23426,Valid,H5,2128.9,Found,2002.0,20.59637,57.16163,"(20.596370, 57.161630)"
37155,Sayh al Uhaymir 254,23427,Valid,L6,964.19,Found,2002.0,20.5989,57.02047,"(20.598900, 57.020470)"
37159,Sayh al Uhaymir 258,23431,Valid,L6,3864.21,Found,2002.0,20.61327,57.33912,"(20.613270, 57.339120)"
37160,Sayh al Uhaymir 259,23432,Valid,H4,1415.13,Found,2002.0,20.6227,56.94792,"(20.622700, 56.947920)"
37163,Sayh al Uhaymir 262,23435,Valid,L6,1069.5,Found,2003.0,20.63642,57.28727,"(20.636420, 57.287270)"
37165,Sayh al Uhaymir 264,23437,Valid,LL6,3548.08,Found,2002.0,20.69617,57.1949,"(20.696170, 57.194900)"
37166,Sayh al Uhaymir 265,23438,Valid,H4-6,6289.88,Found,2002.0,20.70653,57.18392,"(20.706530, 57.183920)"
37167,Sayh al Uhaymir 266,23439,Valid,H5,25014.0,Found,2002.0,20.70713,57.18317,"(20.707130, 57.183170)"
37170,Sayh al Uhaymir 269,23442,Valid,H4-5,1033.0,Found,2003.0,20.72777,57.18842,"(20.727770, 57.188420)"
37171,Sayh al Uhaymir 270,23443,Valid,H4-6,43508.2,Found,2003.0,20.72918,57.189,"(20.729180, 57.189000)"
37173,Sayh al Uhaymir 272,23445,Valid,H5,7563.0,Found,2003.0,20.78667,57.21405,"(20.786670, 57.214050)"
37178,Sayh al Uhaymir 277,23450,Valid,H6,11643.0,Found,2002.0,20.16658,57.07545,"(20.166580, 57.075450)"
37179,Sayh al Uhaymir 278,23451,Valid,L5,27860.8,Found,2002.0,21.26172,57.17887,"(21.261720, 57.178870)"
37191,Sayh al Uhaymir 290,32488,Valid,CH3,1796.0,Found,2004.0,21.07544,57.14703,"(21.075440, 57.147030)"
37194,Sayh al Uhaymir 293,34042,Valid,H5,613.0,Found,2004.0,20.60837,57.16007,"(20.608370, 57.160070)"
37196,Sayh al Uhaymir 295,34044,Valid,L5,4780.0,Found,2004.0,21.00987,57.03862,"(21.009870, 57.038620)"
37210,Sayh al Uhaymir 309,34536,Valid,L6,714.0,Found,2005.0,20.92767,57.28233,"(20.927670, 57.282330)"
37220,Sayh al Uhaymir 319,34546,Valid,H5,550.0,Found,2004.0,21.09,57.25833,"(21.090000, 57.258330)"
37227,Sayh al Uhaymir 326,34553,Valid,L6,1352.0,Found,2004.0,21.00833,57.31,"(21.008330, 57.310000)"
37235,Sayh al Uhaymir 407,35696,Valid,H4,720.2,Found,2005.0,21.00345,57.15368,"(21.003450, 57.153680)"
37243,Sayh al Uhaymir 415,35704,Valid,H5,1212.5,Found,2005.0,19.99702,56.51212,"(19.997020, 56.512120)"
37250,Sayh al Uhaymir 422,35711,Valid,H5,506.3,Found,2005.0,20.84918,56.94902,"(20.849180, 56.949020)"
37251,Sayh al Uhaymir 423,35712,Valid,H6,8507.7,Found,2005.0,21.01332,57.09173,"(21.013320, 57.091730)"
37253,Sayh al Uhaymir 425,35714,Valid,L5-6,10006.7,Found,2005.0,20.93015,57.14505,"(20.930150, 57.145050)"
37264,Sayh al Uhaymir 436,45928,Valid,H~5,808.1,Found,2001.0,21.09807,57.28043,"(21.098070, 57.280430)"
37265,Sayh al Uhaymir 437,45929,Valid,H~4,1358.1,Found,2001.0,21.08997,57.29492,"(21.089970, 57.294920)"
37278,Sayh al Uhaymir 450,45941,Valid,L4,1713.81,Found,2006.0,20.8825,57.35723,"(20.882500, 57.357230)"
37280,Sayh al Uhaymir 452,45943,Valid,H6,676.0,Found,2006.0,20.59517,56.83023,"(20.595170, 56.830230)"
37286,Sayh al Uhaymir 463,51662,Valid,L~6,519.3,Found,2008.0,20.01585,56.55805,"(20.015850, 56.558050)"
37294,Sayh al Uhaymir 471,48636,Valid,L4-6,2081.8,Found,2002.0,20.51132,57.29287,"(20.511320, 57.292870)"
37295,Sayh al Uhaymir 472,48637,Valid,H5,1031.4,Found,2002.0,20.38612,56.93883,"(20.386120, 56.938830)"
37296,Sayh al Uhaymir 473,48638,Valid,L4,3016.69,Found,2002.0,20.05168,56.50583,"(20.051680, 56.505830)"
37307,Sayh al Uhaymir 484,52396,Valid,L6,908.0,Found,2008.0,20.78617,57.14967,"(20.786170, 57.149670)"
37310,Sayh al Uhaymir 489,50970,Valid,H5,3644.6,Found,2008.0,20.95935,56.9719,"(20.959350, 56.971900)"
37313,Sayh al Uhaymir 492,50968,Valid,L6,1257.1,Found,2008.0,21.26845,57.12872,"(21.268450, 57.128720)"
37317,Sayh al Uhaymir 496,52410,Valid,H4,732.0,Found,2009.0,20.52783,57.4045,"(20.527830, 57.404500)"
37319,Sayh al Uhaymir 498,52429,Valid,L5,4053.0,Found,2009.0,20.532,57.335,"(20.532000, 57.335000)"
37320,Sayh al Uhaymir 499,52430,Valid,H5,15900.0,Found,2009.0,20.76467,57.26967,"(20.764670, 57.269670)"
37321,Sayh al Uhaymir 500,52431,Valid,H6,1269.0,Found,2009.0,20.12617,56.56283,"(20.126170, 56.562830)"
37322,Sayh al Uhaymir 501,52432,Valid,H6,954.0,Found,2009.0,20.78533,57.26867,"(20.785330, 57.268670)"
37323,Sayh al Uhaymir 502,51861,Valid,L5,541.0,Found,2009.0,20.53,57.367,"(20.530000, 57.367000)"
37324,Sayh al Uhaymir 503,51865,Valid,CV3,815.0,Found,2010.0,20.61667,57.03333,"(20.616670, 57.033330)"
37325,Sayh al Uhaymir 504,51866,Valid,L5/6,20000.0,Found,2010.0,20.38333,56.76667,"(20.383330, 56.766670)"
37328,Sayh al Uhaymir 507,51879,Valid,L6,665.7,Found,2009.0,21.28998,56.58092,"(21.289980, 56.580920)"
37333,Sayh al Uhaymir 512,51884,Valid,H4-5,1606.9,Found,2009.0,20.90623,56.94885,"(20.906230, 56.948850)"
37335,Sayh al Uhaymir 514,51931,Valid,L5,1145.1,Found,2009.0,20.71282,57.12162,"(20.712820, 57.121620)"
37336,Sayh al Uhaymir 515,51932,Valid,H4,549.9,Found,2009.0,20.72722,57.10742,"(20.727220, 57.107420)"
37343,Sayh al Uhaymir 522,52007,Valid,L6,977.8,Found,2009.0,20.40702,56.65228,"(20.407020, 56.652280)"
37345,Sayh al Uhaymir 524,52009,Valid,L6,1485.7,Found,2009.0,21.03712,57.2311,"(21.037120, 57.231100)"
37347,Sayh al Uhaymir 526,52785,Valid,LL6,806.0,Found,2010.0,20.52596,56.79725,"(20.525960, 56.797250)"
37349,Sayh al Uhaymir 531,55277,Valid,H5,2339.0,Found,2002.0,21.00633,57.32183,"(21.006330, 57.321830)"
37359,Sayh al Uhaymir 541,55556,Valid,H6,3298.0,Found,2011.0,20.76578,57.28332,"(20.765780, 57.283320)"
37360,Sayh al Uhaymir 542,55557,Valid,H6,2850.0,Found,2011.0,20.51228,57.28327,"(20.512280, 57.283270)"
37361,Sayh al Uhaymir 543,55558,Valid,L5/6,3404.0,Found,2011.0,20.51182,57.28693,"(20.511820, 57.286930)"
37362,Sayh al Uhaymir 544,55559,Valid,H5,670.0,Found,2011.0,20.38848,57.00298,"(20.388480, 57.002980)"
37364,Sayh al Uhaymir 546,56095,Valid,H5,1031.7,Found,2011.0,20.59947,57.14294,"(20.599470, 57.142940)"
37365,Sayh al Uhaymir 547,56205,Valid,L5,2353.0,Found,2011.0,20.09977,56.70507,"(20.099770, 56.705070)"
37370,Sayh al Uhaymir 552,56348,Valid,L6,1484.0,Found,2010.0,20.59627,57.15917,"(20.596270, 57.159170)"
37372,Sayh al Uhaymir 554,56350,Valid,H6,2022.0,Found,2010.0,20.24095,56.6424,"(20.240950, 56.642400)"
37373,Sayh al Uhaymir 555,56351,Valid,H4/5,1324.0,Found,2010.0,20.05132,56.59222,"(20.051320, 56.592220)"
37374,Sayh al Uhaymir 556,56352,Valid,H6,2075.0,Found,2011.0,21.04035,57.04358,"(21.040350, 57.043580)"
37377,Schaap-Kooi,23456,Valid,H4,2700.0,Found,1910.0,-32.08333,21.33333,"(-32.083330, 21.333330)"
37378,Schwetz,23461,Valid,"Iron, IIIAB",21500.0,Found,1850.0,53.4,18.45,"(53.400000, 18.450000)"
37379,Scott City,23462,Valid,H5,2135.0,Found,1905.0,38.46667,-100.93333,"(38.466670, -100.933330)"
37380,Scott Glacier 06010,47667,Valid,LL5,1383.6,Found,2006.0,,,
37381,Scott Glacier 06011,47668,Valid,L5,2072.0,Found,2006.0,,,
37417,Scottsville,23466,Valid,"Iron, IIAB",10000.0,Found,1867.0,36.76667,-86.16667,"(36.766670, -86.166670)"
37418,Scurry,23468,Valid,H5,118000.0,Found,1937.0,32.5,-101.0,"(32.500000, -101.000000)"
37419,Seagraves,23469,Valid,H4,13000.0,Found,1962.0,32.93333,-102.58333,"(32.933330, -102.583330)"
37420,Seagraves (b),23470,Valid,H5,4600.0,Found,1976.0,32.91722,-102.5,"(32.917220, -102.500000)"
37421,Seagraves (c),23471,Valid,L6/7,26810.0,Found,1989.0,32.98333,-102.56667,"(32.983330, -102.566670)"
37422,Seeläsgen,23474,Valid,"Iron, IAB-MG",102000.0,Found,1847.0,52.26667,15.55,"(52.266670, 15.550000)"
37425,Seguin,23478,Valid,H6,750.0,Found,1956.0,39.36667,-100.63333,"(39.366670, -100.633330)"
37426,Seibert (a),23479,Valid,H5,3500.0,Found,1941.0,39.3,-102.83333,"(39.300000, -102.833330)"
37427,Seibert (b),23480,Valid,L6,8600.0,Found,1991.0,39.27667,-102.88667,"(39.276670, -102.886670)"
37429,Selden,23484,Valid,LL5,1560.0,Found,1960.0,39.53333,-100.56667,"(39.533330, -100.566670)"
37430,Seligman,23485,Valid,"Iron, IAB-MG",2200.0,Found,1949.0,35.28333,-112.86667,"(35.283330, -112.866670)"
37431,Selma,23486,Valid,H4,140600.0,Found,1906.0,32.4,-87.0,"(32.400000, -87.000000)"
37432,Seminole,23488,Valid,H4,43900.0,Found,1961.0,32.68333,-102.61667,"(32.683330, -102.616670)"
37433,Seminole (b),23489,Valid,H4,1184.0,Found,1965.0,32.54333,-102.705,"(32.543330, -102.705000)"
37434,Seminole (c),23490,Valid,H4,1711.0,Found,1967.0,32.55,-102.39167,"(32.550000, -102.391670)"
37435,Seminole (d),23491,Valid,H6,1710.0,Found,1976.0,32.71667,-102.65,"(32.716670, -102.650000)"
37436,Seminole (e),23492,Valid,H5,758.2,Found,1977.0,32.71667,-102.65,"(32.716670, -102.650000)"
37437,Seminole (f),54436,Valid,H5,5421.0,Found,2008.0,32.70038,-102.67268,"(32.700380, -102.672680)"
37438,Seminole (g),55293,Valid,H5,640.4,Found,1999.0,32.71667,-102.65,"(32.716670, -102.650000)"
37440,Seminole Draw (b),23494,Valid,H5,1192.7,Found,1976.0,32.71667,-102.65,"(32.716670, -102.650000)"
37441,Seneca,23497,Valid,H4,1900.0,Found,1936.0,39.83333,-96.06667,"(39.833330, -96.066670)"
37442,Seneca Falls,23498,Valid,"Iron, IIIAB",4000.0,Found,1850.0,42.91667,-76.78333,"(42.916670, -76.783330)"
37443,Seneca Township,23499,Valid,"Iron, IVA",11500.0,Found,1923.0,41.78333,-84.18333,"(41.783330, -84.183330)"
37444,Serrania de Varas,23503,Valid,"Iron, IVA",1500.0,Found,1875.0,-24.55,-69.06667,"(-24.550000, -69.066670)"
37445,Seth Ward,23505,Valid,H5,3800.0,Found,1977.0,34.26889,-101.64722,"(34.268890, -101.647220)"
37447,Severny Kolchim,23507,Valid,H3,1390.0,Found,1965.0,60.5,57.0,"(60.500000, 57.000000)"
37448,Seymchan,23510,Valid,"Pallasite, PMG",323300.0,Found,1967.0,62.9,152.43333,"(62.900000, 152.433330)"
37449,Seymour,23511,Valid,"Iron, IAB-MG",25900.0,Found,1940.0,37.2375,-92.78694,"(37.237500, -92.786940)"
37450,Shafter Lake,23513,Valid,H5,3027.0,Found,1933.0,32.4,-102.58333,"(32.400000, -102.583330)"
37451,Shahdad,52642,Valid,H5,1074.0,Found,2005.0,30.55383,57.78417,"(30.553830, 57.784170)"
